Client_ID,Age,Sexe,Revenu_Annuel,Fréquence_Achat,Montant_Total_Dépensé,Type_Produit_Principal,Durée_Client,Visites_Mensuelles,Panier_Moyen,Reduction_Utilisee,Satisfaction_Client
1177,32,Femme,64013.0,22,15747.02,Sport,13,12,486.55,Non,4.0
1178,50,Homme,117605.0,21,15073.6,Alimentation,7,16,88.3,Oui,4.0
1179,42,Homme,34706.0,1,4255.92,Sport,11,16,447.8,Non,4.0
1180,34,Homme,58231.0,5,4016.12,Electronique,7,3,177.78,Non,7.0
1181,50,Homme,47909.0,13,12887.34,Vêtements,11,9,26.08,Non,6.0
1182,64,Homme,125754.0,21,9215.85,Electronique,3,8,207.82,Non,2.0
1183,19,Homme,145777.0,14,15866.57,Maison,14,10,264.41,Oui,5.0
1184,31,Homme,96631.0,9,580.24,Vêtements,1,13,71.95,Non,5.0
1185,57,Femme,77572.0,17,12247.2,Alimentation,9,18,278.09,Non,6.0
1186,57,Femme,105879.0,15,14640.37,Beauté,11,13,413.34,Non,7.0
1187,68,Homme,83767.0,21,19868.38,Sport,5,13,201.27,Non,8.0
1188,56,Homme,46469.0,7,13607.76,Sport,2,15,189.27,Oui,10.0
1189,68,Homme,21313.0,27,47137.200000000004,Maison,8,13,182.63,Oui,8.0
1190,23,Femme,27847.0,22,22529.1,Electronique,12,16,463.09,Oui,5.0
1191,23,Homme,70222.0,22,12854.24,Electronique,10,8,43.4,Non,2.0
1192,20,Femme,94702.0,12,10511.34,Vêtements,10,19,233.64,Oui,10.0
1193,24,Femme,29930.0,23,179929.90000000002,Sport,4,10,147.01,Non,8.0
1194,68,Femme,,6,14559.5,Maison,11,12,449.03,Oui,6.0
1195,25,Femme,143637.0,21,10243.87,Alimentation,10,14,66.11,Oui,3.0
1196,59,Femme,55863.0,16,8131.43,Electronique,12,6,217.49,Non,4.0
1197,69,Homme,36704.0,26,8147.06,Sport,7,9,215.27,Oui,1.0
1198,32,Homme,38705.0,5,4603.46,Beauté,14,7,446.43,Non,3.0
1199,64,Femme,20555.0,9,4447.900000000001,Maison,13,6,123.44,Oui,4.0
1200,46,Homme,41323.0,14,11540.72,Vêtements,5,1,329.55,Non,2.0
1201,50,Femme,90968.0,8,4327.05,Electronique,13,14,84.51,Non,6.0
1202,69,Femme,86922.0,14,4245.71,Electronique,3,6,477.91,Non,8.0
1203,47,Homme,73915.0,12,2595.09,Alimentation,10,12,304.65,Non,6.0
1204,56,Homme,129543.0,10,3872.95,Electronique,8,17,320.6,Oui,10.0
1205,44,Homme,30619.0,20,732.6,Maison,2,5,228.21,Non,3.0
1206,53,Homme,92390.0,20,13517.21,Sport,1,11,184.3,Oui,9.0
1207,46,Homme,148918.0,26,8087.8,Sport,5,5,122.08,Non,4.0
1208,55,Femme,128500.0,21,11274.34,Sport,11,12,309.91,Non,6.0
1209,50,Homme,134337.0,13,12775.46,Beauté,4,3,478.19,Non,4.0
1210,54,Homme,79274.0,29,19452.44,Beauté,11,9,192.7,Non,4.0
1211,44,Homme,93173.0,19,1458.49,Electronique,10,6,443.92,Oui,2.0
1212,50,Femme,41225.0,15,8416.56,Beauté,7,2,91.41,Oui,10.0
1213,21,Homme,131266.0,8,4993.37,Beauté,13,2,469.34,Non,2.0
1214,39,Femme,46739.0,23,9586.57,Alimentation,9,12,188.23,Oui,2.0
1215,19,Homme,67708.0,21,18417.4,Beauté,6,8,202.27,Oui,2.0
1216,27,Homme,148041.0,10,14507.29,Vêtements,11,2,242.16,Non,8.0
1217,22,Femme,73019.0,3,13272.8,Vêtements,1,9,364.76,Oui,10.0
1218,27,Homme,96154.0,21,8880.79,Vêtements,8,16,365.43,Non,4.0
1219,50,Homme,122097.0,3,13455.14,Electronique,2,15,250.2,Non,4.0
1220,55,Femme,27373.0,26,7442.7,Sport,4,14,271.11,Oui,10.0
1221,30,Homme,55281.0,5,11766.15,Alimentation,3,4,34.41,Oui,10.0
1222,48,Femme,40187.0,16,11120.15,Electronique,6,4,166.06,Non,3.0
1223,64,Homne,87863.0,17,6998.14,Sport,2,11,186.09,Non,5.0
1224,53,Femme,117927.0,6,4110.13,Alimentation,5,18,288.19,Non,4.0
1225,62,Femme,127113.0,26,16170.36,Alimentation,11,5,287.98,Oui,7.0
1226,41,Femme,104085.0,20,1171.86,Alimentation,9,2,360.75,Non,10.0
1227,69,Homme,137996.0,20,1486.49,Vêtements,3,15,364.17,Non,7.0
1228,32,Homme,59220.0,16,8866.38,Vêtements,2,11,132.9,Non,6.0
1229,46,Homme,142755.0,24,5125.84,Vêtements,2,17,389.69,Non,7.0
1230,25,Femme,27642.0,2,149345.0,Alimentation,9,16,29.41,Non,7.0
1231,22,Femme,99971.0,20,12720.38,Maison,6,15,363.76,Oui,8.0
1232,46,Femme,75556.0,15,15473.44,Alimentation,2,3,68.99,Oui,1.0
1233,64,Femme,53760.0,18,6561.11,Vêtements,3,15,370.23,Oui,3.0
1234,21,Homme,58192.0,1,14836.33,Alimentation,14,19,273.02,Oui,3.0
1235,29,Homme,144257.0,26,17259.83,Vêtements,1,13,229.88,Oui,5.0
1236,62,Femme,24381.0,29,69709.6,Vêtements,2,16,351.52,Non,10.0
1237,19,Femme,116583.0,29,6863.93,Vêtements,2,12,37.46,Oui,7.0
1238,44,Homme,39558.0,19,18009.03,Maison,11,17,127.27,Non,10.0
1239,48,Femme,50782.0,12,1090.83,Sport,2,16,315.89,Oui,
1240,68,Femme,24782.0,8,70687.70000000001,Alimentation,7,9,426.66,Oui,4.0
1241,68,Femme,111417.0,6,2461.58,Electronique,3,6,202.93,Non,6.0
1242,53,Homme,74712.0,12,676.71,Vêtements,13,19,144.21,Oui,7.0
1243,53,Homme,125764.0,7,2346.1,Maison,14,13,268.99,Oui,4.0
1244,43,Femme,114945.0,18,8681.79,Electronique,11,8,318.71,Non,8.0
1245,60,Homme,39462.0,22,13770.43,Sport,4,12,221.65,Oui,5.0
1246,44,Femme,80030.0,14,5856.72,Alimentation,2,9,440.82,Oui,3.0
1247,22,Femme,88519.0,8,17008.54,Maison,5,4,271.25,Oui,2.0
1248,37,Homme,76411.0,24,8808.55,Vêtements,14,13,37.2,Non,1.0
1249,28,Femme,75206.0,20,19367.74,Vêtements,9,2,127.07,Oui,4.0
1250,27,Femme,117469.0,22,19087.7,Vêtements,12,3,236.31,Oui,2.0
1251,57,Homme,66950.0,14,15488.2,Maison,9,5,354.91,Non,3.0
1252,55,Femme,22523.0,5,186548.69999999998,Electronique,7,18,125.48,Oui,1.0
1253,23,Femme,80926.0,9,14171.21,Sport,12,14,488.6,Non,6.0
1254,25,Femme,29677.0,8,179221.1,Alimentation,8,2,172.91,Non,4.0
1255,40,Homme,95828.0,2,4805.83,Sport,13,15,275.59,Non,5.0
1256,64,Femme,35089.0,28,6973.86,Vêtements,14,8,29.1,Non,
1257,43,Homme,24581.0,16,150833.1,Sport,5,16,444.75,Oui,4.0
1258,63,Femme,31907.0,13,8548.77,Electronique,5,3,398.64,Oui,6.0
1259,60,Femme,25609.0,7,167628.2,Beauté,12,5,113.82,Non,3.0
1260,29,Femme,71153.0,16,17565.01,Beauté,3,4,467.95,Oui,8.0
1261,43,Femme,70539.0,7,6064.62,Alimentation,6,12,171.6,Oui,3.0
1262,30,Homme,64143.0,27,16486.67,Alimentation,1,19,352.25,Oui,7.0
1263,57,Homme,42936.0,14,3169.86,Sport,3,15,413.11,Non,7.0
1264,35,Femme,70182.0,14,6750.51,Alimentation,11,13,375.64,Oui,3.0
1265,42,Femme,128261.0,12,10407.5,Maison,2,5,460.44,Non,3.0
1266,50,Femme,131259.0,1,4606.23,Electronique,7,12,434.85,Non,10.0
1267,64,Femme,119524.0,1,11627.43,Vêtements,9,19,497.41,Oui,10.0
1268,57,Femme,115042.0,12,11616.03,Vêtements,4,2,107.65,Oui,8.0
1269,60,Femme,33163.0,20,4217.37,Sport,7,7,166.29,Non,3.0
1270,29,Femme,146686.0,21,15933.26,Vêtements,8,5,325.39,Non,2.0
1271,61,Femme,79758.0,15,12669.73,Sport,10,11,371.86,Non,5.0
1272,53,Homme,66057.0,4,6423.43,Alimentation,2,18,276.61,Oui,7.0
1273,65,Homme,32537.0,7,4720.48,Alimentation,7,18,55.49,Non,8.0
1274,21,Homme,42419.0,16,17587.13,Maison,13,7,423.97,Oui,1.0
1275,22,Femme,62578.0,3,16731.27,Maison,12,10,481.22,Oui,2.0
1276,54,Femme,94991.0,7,4672.24,Electronique,3,14,214.65,Oui,7.0
1277,25,Femme,141211.0,29,808.54,Vêtements,8,11,127.91,Oui,9.0
1278,59,Homme,142762.0,24,16110.2,Maison,6,2,29.27,Non,3.0
1279,66,Femme,94599.0,22,12348.62,Electronique,3,13,133.9,Non,8.0
1280,45,Homme,20834.0,6,21075.5,Beauté,8,13,355.96,Non,10.0
1281,48,Femme,52214.0,16,11788.43,Maison,11,9,457.56,Non,3.0
1282,26,Homme,112934.0,24,9098.44,Electronique,13,17,64.89,Non,4.0
1283,68,Homme,143798.0,8,15513.55,Sport,3,15,285.56,Non,2.0
1284,46,Homme,120028.0,23,4260.79,Sport,9,16,353.85,Non,9.0
1285,31,Femme,141286.0,22,9117.82,Electronique,11,10,152.66,Oui,5.0
1286,57,Homme,22413.0,6,32092.600000000002,Alimentation,3,12,293.55,Non,5.0
1287,58,Femme,29505.0,10,191547.90000000002,Beauté,1,5,363.32,Oui,4.0
1288,39,Femme,140681.0,16,15596.89,Electronique,13,17,422.11,Oui,5.0
1289,28,Femme,122802.0,11,14760.78,Maison,2,10,237.2,Non,1.0
1290,40,Femme,22105.0,13,138351.1,Alimentation,4,6,378.97,Non,10.0
1291,18,Femme,88104.0,29,8524.4,Electronique,13,6,164.86,Non,10.0
1292,63,Homme,148303.0,6,18473.32,Vêtements,11,12,122.26,Non,6.0
1293,54,Femme,127634.0,24,1551.05,Maison,2,19,109.91,Oui,4.0
1294,38,Femme,134897.0,1,16084.86,Maison,4,2,192.26,Oui,4.0
1295,43,Femme,78408.0,21,4383.13,Sport,4,13,37.22,Oui,5.0
1296,63,Femme,57679.0,19,6548.16,Vêtements,4,11,155.84,Oui,1.0
1297,53,Femme,136908.0,12,10436.65,Vêtements,1,15,333.07,Non,4.0
1298,40,Homme,134921.0,24,15674.83,Maison,9,13,331.0,Oui,
1299,18,Homme,119096.0,27,16786.84,Beauté,10,3,55.31,Oui,3.0
1300,68,Femme,99731.0,6,11716.27,Alimentation,11,14,157.96,Non,5.0
1301,57,Homme,132205.0,18,8120.41,Sport,7,8,293.39,Non,10.0
1302,32,Homme,85131.0,13,18935.4,Vêtements,2,9,172.91,Non,5.0
1303,38,Femme,84280.0,7,5005.77,Sport,3,15,220.63,Oui,8.0
1304,64,Homme,35762.0,23,16081.58,Maison,13,18,362.15,Non,1.0
1305,26,Femme,137798.0,13,12279.79,Alimentation,8,8,24.45,Non,3.0
1306,26,Homme,136854.0,21,7600.21,Electronique,7,11,152.67,Oui,5.0
1307,27,Homme,126830.0,8,127.22,Vêtements,4,5,88.34,Non,3.0
1308,69,Homme,78703.0,21,8987.33,Alimentation,4,15,81.25,Oui,6.0
1309,43,Femme,101434.0,17,5606.73,Sport,9,15,480.34,Non,10.0
1310,58,Homme,83079.0,9,2176.5,Maison,5,7,200.75,Non,3.0
1311,52,Homme,41577.0,20,1595.66,Alimentation,14,18,273.0,Non,6.0
1312,69,Femme,21214.0,13,70164.1,Electronique,13,12,372.23,Non,8.0
3626,42,Femme,106339.0,2,12333.67,Alimentation,11,12,42.77,Oui,4.0
1314,43,Homme,68114.0,4,16766.63,Maison,5,4,135.69,Oui,8.0
1315,28,Femme,109234.0,29,3752.91,Sport,7,11,419.43,Oui,7.0
1316,55,Homme,83230.0,25,8550.42,Vêtements,1,6,433.76,Non,4.0
1317,19,Homme,143163.0,2,7899.93,Vêtements,3,10,199.02,Oui,3.0
1318,24,Femme,52980.0,4,10316.54,Beauté,2,15,199.93,Oui,5.0
1319,35,Femme,87194.0,18,16210.79,Sport,11,1,383.31,Non,5.0
1320,44,Femme,97806.0,5,11117.54,Beauté,10,17,161.63,Oui,7.0
1321,51,Homme,132333.0,19,16948.43,Beauté,6,3,76.21,Oui,1.0
1322,44,Femme,57792.0,10,10419.18,Maison,11,11,143.62,Oui,9.0
1323,34,Homme,65807.0,18,12116.56,Maison,12,18,205.93,Non,2.0
1324,60,Femme,144297.0,25,8803.93,Maison,6,10,45.06,Oui,9.0
1325,61,Homme,145266.0,21,16479.6,Electronique,10,9,249.77,Non,9.0
1326,68,Femme,42301.0,10,18484.16,Sport,1,7,375.2,Non,3.0
1327,41,Homme,25141.0,5,128189.79999999999,Vêtements,14,11,266.6,Oui,7.0
1328,42,Femme,136482.0,17,16433.57,Sport,14,8,54.51,Oui,3.0
1329,24,Homme,124292.0,22,1274.17,Maison,6,2,231.27,Oui,8.0
1330,69,Femme,142984.0,13,18131.62,Electronique,10,5,360.27,Non,
1331,23,Femme,33777.0,23,3859.61,Sport,2,9,47.89,Oui,3.0
1332,41,Homme,58346.0,17,5204.76,Sport,11,1,48.73,Non,5.0
1333,50,Femme,74703.0,9,1161.27,Beauté,4,17,197.89,Oui,7.0
1334,66,Homme,114977.0,24,19311.46,Sport,6,10,113.58,Non,1.0
1335,46,Homme,67819.0,12,17055.02,Beauté,3,8,468.69,Oui,3.0
1336,60,Femme,48469.0,14,18272.37,Beauté,3,18,299.04,Non,1.0
1337,39,Homme,23845.0,14,169596.0,Alimentation,12,10,157.92,Non,2.0
1338,43,Femme,130186.0,8,9642.66,Maison,3,9,358.29,Non,7.0
1339,45,Femme,43290.0,23,18489.23,Electronique,4,4,199.97,Oui,7.0
1340,67,Homme,132551.0,5,19392.51,Beauté,9,2,83.42,Non,3.0
1341,38,Femme,50699.0,19,10101.08,Sport,4,19,133.87,Non,6.0
1342,66,Homme,64252.0,28,3594.93,Beauté,13,10,328.52,Non,6.0
1343,24,Homme,118682.0,14,13206.59,Beauté,4,17,44.9,Oui,2.0
1344,34,Femme,23293.0,9,195112.2,Beauté,4,3,150.89,Non,9.0
1345,37,Femme,138017.0,7,17455.72,Vêtements,7,19,119.99,Non,8.0
1346,58,Homme,139496.0,27,17250.12,Vêtements,5,19,116.54,Oui,2.0
1347,66,Homme,129934.0,26,18682.98,Vêtements,12,19,347.73,Non,4.0
1348,37,Femme,77089.0,26,17889.65,Vêtements,2,19,416.39,Oui,9.0
1349,39,Femme,131964.0,8,15548.01,Alimentation,7,15,363.62,Oui,4.0
1350,45,Femme,36608.0,14,14393.63,Beauté,3,18,329.95,Oui,7.0
1351,57,Femme,148713.0,22,5368.87,Alimentation,11,17,459.9,Oui,5.0
1352,66,Homme,86273.0,28,12464.67,Sport,1,10,48.03,Non,10.0
1353,24,Femme,,14,10477.62,Maison,9,14,100.39,Oui,6.0
1354,18,Homme,98006.0,11,17252.69,Electronique,5,19,218.92,Non,1.0
1355,49,Homme,135399.0,14,9885.08,Alimentation,10,18,198.78,Oui,4.0
1356,30,Femme,107908.0,21,2642.08,Vêtements,1,11,220.66,Non,5.0
1357,47,Homme,101653.0,8,198.95,Vêtements,11,11,119.1,Non,6.0
1358,40,Femme,34779.0,3,13589.68,Sport,1,12,91.76,Non,6.0
1359,68,Homme,71040.0,28,11043.18,Beauté,1,8,264.41,Non,5.0
1360,36,Femme,114830.0,29,6686.16,Electronique,12,16,465.47,Non,3.0
1361,49,Homme,76325.0,29,3462.55,Alimentation,9,8,208.15,Oui,2.0
1362,47,Homme,135947.0,23,9387.63,Beauté,13,14,40.81,Non,7.0
1363,46,Femme,41630.0,18,2095.7,Beauté,8,18,358.96,Non,1.0
1364,66,Femme,125575.0,3,6788.56,Maison,11,4,159.73,Non,5.0
1365,62,Homme,135436.0,13,7646.32,Maison,13,17,137.65,Oui,4.0
1366,46,Homme,32178.0,12,9365.81,Alimentation,13,13,175.64,Oui,7.0
1367,47,Femme,39935.0,15,9385.75,Alimentation,6,5,367.43,Oui,2.0
1368,33,Homme,,18,5214.41,Alimentation,10,3,413.03,Oui,8.0
1369,57,Homne,42784.0,5,17019.2,Alimentation,6,9,302.27,Oui,9.0
1370,36,Homme,83722.0,7,7175.32,Vêtements,6,18,174.79,Oui,10.0
1371,35,Femme,43027.0,11,4668.79,Beauté,4,19,169.03,Non,1.0
1372,18,Homme,116544.0,26,3598.62,Beauté,5,19,79.67,Oui,5.0
1373,31,Femme,77853.0,27,6519.31,Vêtements,10,16,467.98,Non,4.0
1374,68,Femme,132167.0,11,1444.3,Beauté,3,1,326.31,Non,5.0
1375,64,Homme,87359.0,27,754.86,Alimentation,3,5,32.95,Non,9.0
1376,67,Femme,92388.0,15,12142.33,Electronique,10,15,337.94,Non,3.0
1377,19,Homme,,10,12421.03,Maison,7,12,234.63,Non,1.0
1378,45,Femme,96669.0,15,10638.81,Maison,5,1,486.83,Non,3.0
1379,66,Femme,35111.0,13,15269.48,Beauté,8,14,413.15,Oui,4.0
1380,67,Femme,52312.0,14,879.1,Electronique,5,18,102.23,Non,2.0
1381,47,Homme,149321.0,17,18725.86,Maison,12,18,365.65,Oui,1.0
1382,55,Femme,44161.0,13,1991.8,Electronique,4,6,253.07,Non,1.0
1383,68,Homme,138920.0,10,13513.06,Vêtements,14,1,109.78,Non,8.0
1384,21,Femme,124823.0,25,2754.59,Sport,3,17,355.4,Non,4.0
1385,18,Homme,145014.0,1,17610.12,Beauté,12,18,282.75,Non,2.0
1386,25,Homme,87313.0,1,10263.19,Vêtements,2,15,34.58,Oui,10.0
1387,46,Homme,70374.0,15,1737.64,Vêtements,3,12,330.36,Oui,3.0
1388,56,Femme,44014.0,16,12372.81,Electronique,7,13,324.79,Oui,8.0
1389,20,Homme,100308.0,12,281.29,Beauté,8,2,89.16,Oui,6.0
1390,49,Femme,66389.0,26,15542.84,Electro,5,4,187.51,Non,8.0
1391,27,Homme,130163.0,24,13046.64,Alimentation,11,3,301.23,Non,10.0
1392,27,Homme,38161.0,6,4331.23,Vêtements,1,19,86.62,Oui,5.0
1393,36,Homme,127800.0,6,7557.54,Alimentation,3,8,429.31,Non,3.0
1394,63,Homme,27490.0,12,2553.5,Sport,4,12,33.19,Non,6.0
1395,51,Femme,139547.0,25,13904.31,Alimentation,10,12,69.36,Oui,10.0
1396,50,Homme,127197.0,15,6521.1,Alimentation,13,10,75.73,Oui,8.0
1397,40,Homme,44502.0,4,11474.62,Electronique,13,1,273.49,Non,5.0
1398,45,Femme,55757.0,24,19138.88,Vêtements,12,5,317.65,Oui,5.0
1399,49,Homme,61111.0,4,6059.39,Sport,4,11,213.8,Non,3.0
1400,67,Homme,118273.0,2,19805.73,Vêtements,12,9,158.56,Non,3.0
3120,24,Homme,103245.0,27,12691.29,Alimentation,1,14,408.47,Non,8.0
1402,46,Homme,78645.0,24,4917.56,Maison,10,3,52.78,Non,1.0
1403,25,Femme,130218.0,12,8791.88,Alimentation,9,5,154.54,Non,4.0
1404,18,Femme,79055.0,7,14835.02,Vêtements,12,9,38.78,Non,9.0
1405,20,Homme,139815.0,20,8984.91,Sport,10,18,26.67,Non,6.0
1406,41,Femme,28998.0,9,14633.0,Maison,4,6,189.62,Oui,6.0
1407,40,Femme,48906.0,9,3455.21,Sport,2,7,113.52,Oui,10.0
1408,25,Homme,121026.0,8,15846.83,Electronique,13,16,148.82,Oui,7.0
1409,64,Femme,90192.0,14,13002.62,Alimentation,9,8,414.05,Oui,7.0
1410,54,Homme,70477.0,1,11439.53,Alimentation,14,10,98.23,Oui,6.0
1411,20,Femme,56901.0,23,3435.68,Electronique,4,5,394.51,Non,9.0
1412,68,Femme,111271.0,21,16771.37,Vêtements,4,11,344.02,Non,8.0
1413,50,Femme,72021.0,23,19218.73,Alimentation,11,13,176.69,Oui,8.0
951,45,Homme,49092.0,12,913.65,Vêtements,6,2,282.35,Non,2.0
1415,64,Femme,21242.0,25,16528.3,Sport,8,14,233.33,Oui,7.0
1416,25,Homme,126843.0,2,17706.02,Maison,5,9,81.63,Non,1.0
1417,51,Homme,21831.0,13,163294.9,Maison,12,10,455.45,Non,10.0
1418,52,Femme,70721.0,27,12396.9,Maison,8,10,293.42,Non,8.0
1419,49,Homme,48511.0,4,18904.81,Beauté,1,10,442.52,Oui,3.0
1420,41,Femme,92782.0,20,12963.97,Electronique,13,19,415.44,Non,9.0
1421,31,Homme,117003.0,18,4398.11,Maison,4,11,58.29,Oui,5.0
1422,49,Homme,38302.0,19,14599.98,Alimentation,1,11,119.49,Non,7.0
3651,63,Femme,75568.0,16,12949.64,Electronique,3,3,89.73,Oui,
1424,60,Femme,23232.0,27,197163.2,Sport,11,19,418.77,Oui,9.0
1425,33,Femme,122062.0,14,4356.53,Sport,7,1,433.97,Oui,
1426,21,Femme,124301.0,29,11997.91,Sport,1,12,273.43,Non,4.0
1427,69,Homme,71507.0,8,15625.33,Sport,5,15,70.01,Non,8.0
1428,54,Homme,144277.0,12,6845.76,Beauté,1,14,85.1,Non,5.0
1429,38,Homme,149999.0,9,7655.62,Vêtements,6,3,410.5,Non,5.0
1430,31,Femme,96508.0,6,17769.25,Vêtements,9,13,466.01,Oui,3.0
1431,48,Homme,133672.0,26,8143.48,Maison,3,18,115.75,Non,5.0
1432,65,Femme,120128.0,18,12532.18,Beauté,11,16,25.35,Oui,7.0
1433,35,Homme,30683.0,2,17795.84,Vêtements,11,6,178.86,Oui,4.0
1434,24,Femme,43664.0,23,4275.55,Sport,14,10,34.64,Non,8.0
1435,27,Homme,122364.0,8,19639.36,Vêtements,12,17,417.43,Oui,6.0
1436,24,Homme,140012.0,24,14068.88,Electronique,6,17,255.93,Non,6.0
1437,50,Femme,53172.0,14,9972.82,Maison,4,8,328.09,Non,6.0
1438,40,Homme,103641.0,6,8675.32,Vêtements,6,4,217.51,Non,4.0
1439,38,Femme,84340.0,10,19091.86,Electronique,2,15,185.84,Oui,3.0
1440,36,Homme,107236.0,8,4193.92,Alimentation,4,1,126.66,Non,10.0
1441,65,Homme,31017.0,17,6302.5,Electronique,13,7,389.86,Oui,6.0
1442,36,Femme,56613.0,25,6225.08,Electronique,13,10,353.86,Non,6.0
1443,53,Femme,106130.0,29,5851.23,Sport,7,7,193.15,Non,2.0
1444,46,Homme,96920.0,12,9423.91,Sport,11,1,174.14,Non,10.0
1445,35,Homme,50348.0,17,19784.67,Maison,6,17,20.6,Oui,9.0
1446,19,Homme,36448.0,13,17786.86,Sport,9,12,50.51,Oui,4.0
1447,18,Homme,29491.0,19,66262.0,Electronique,11,17,319.16,Oui,4.0
1448,64,Homme,98648.0,12,8515.12,Beauté,7,15,267.01,Non,10.0
1449,22,Homme,141070.0,16,13422.67,Sport,1,16,228.71,Non,8.0
1450,37,Femme,116557.0,25,441.32,Sport,6,14,417.2,Oui,3.0
1451,28,Femme,78759.0,27,16421.06,Electronique,11,3,261.87,Non,10.0
1452,59,Femme,64553.0,5,17607.98,Alimentation,3,19,204.56,Non,7.0
1453,19,Homme,20968.0,25,171582.90000000002,Alimentation,8,12,97.4,Non,7.0
1454,20,Homme,20368.0,16,75635.8,Vêtements,13,19,413.93,Non,2.0
1455,40,Homme,93960.0,25,9293.79,Maison,1,18,296.6,Oui,3.0
1456,29,Femme,55010.0,6,346.53,Alimentation,10,14,64.38,Oui,4.0
1457,37,Femme,74154.0,11,8047.97,Sport,2,9,331.47,Oui,2.0
1458,22,Homme,55851.0,17,9262.49,Beauté,3,3,224.03,Oui,9.0
1459,54,Homme,142761.0,26,18148.79,Vêtements,14,12,409.47,Non,10.0
1460,55,Femme,45496.0,23,17890.35,Maison,3,17,461.08,Oui,6.0
1461,47,Femme,143568.0,14,19325.33,Beauté,7,5,308.22,Oui,1.0
1462,26,Femme,147152.0,6,17713.59,Beauté,13,8,371.17,Non,1.0
1463,51,Homme,50936.0,25,263.19,Sport,8,19,47.16,Oui,8.0
1464,61,Homme,98858.0,23,12865.07,Electronique,9,4,288.92,Non,6.0
1465,52,Homme,87005.0,28,1457.93,Electronique,7,15,382.56,Non,10.0
1466,69,Femme,57493.0,11,5524.63,Electronique,8,19,258.45,Oui,7.0
1467,39,Femme,89795.0,12,11608.32,Alimentation,11,15,304.9,Oui,6.0
1468,61,Homme,56390.0,13,14042.21,Electronique,6,14,451.5,Oui,2.0
1469,41,Homme,30292.0,4,13127.18,Maison,2,16,115.09,Non,3.0
1470,34,Femme,112377.0,7,1076.26,Sport,1,10,67.16,Non,8.0
1471,27,Homme,48365.0,2,2161.72,Alimentation,3,14,351.51,Oui,4.0
1472,47,Femme,37207.0,6,2658.88,Maison,9,11,414.97,Non,8.0
1473,63,Femme,121735.0,6,1919.15,Electronique,13,2,428.24,Oui,3.0
1474,40,Homme,42912.0,18,3646.87,Maison,7,19,327.99,Non,2.0
1475,49,Femme,122455.0,20,13800.91,Beauté,2,3,419.94,Oui,7.0
1476,34,Homme,122517.0,8,16633.66,Sport,14,4,356.32,Non,
1477,67,Femme,100771.0,8,8235.4,Sport,1,11,61.94,Non,3.0
1478,68,Femme,76572.0,29,13886.35,Maison,2,13,385.78,Oui,2.0
1479,34,Homme,127293.0,8,4080.32,Vêtements,3,18,106.09,Non,5.0
1480,31,Femme,119083.0,8,19468.28,Sport,14,18,133.57,Oui,2.0
1481,26,Homme,133655.0,1,7064.95,Beauté,6,19,209.43,Non,10.0
1482,57,Homme,129346.0,2,16932.75,Sport,12,12,170.99,Oui,5.0
1483,19,Femme,39276.0,12,18912.79,Vêtements,9,1,174.39,Oui,3.0
1484,62,Homme,117459.0,15,17307.81,Sport,8,6,101.24,Oui,9.0
1485,42,Homme,25534.0,4,14346.5,Sport,10,3,161.06,Non,10.0
1486,56,Homme,112005.0,28,13041.11,Vêtements,9,17,29.44,Oui,9.0
1487,26,Homme,121610.0,25,2489.81,Sport,11,3,247.0,Non,8.0
1488,39,Homme,55670.0,3,212.69,Maison,11,1,388.92,Oui,5.0
1489,60,Homme,82147.0,14,1130.49,Alimentation,8,3,433.88,Non,10.0
708,63,Femme,118099.0,22,18331.37,Maison,7,4,413.81,Oui,7.0
1491,21,Homme,131695.0,23,18178.42,Sport,6,6,219.9,Non,2.0
1492,43,Femme,56486.0,8,4593.91,Electronique,8,7,370.6,Non,3.0
1493,46,Femme,85557.0,13,10986.52,Electronique,6,8,158.19,Non,2.0
1494,62,Homme,54268.0,23,19105.06,Alimentation,2,13,46.67,Oui,10.0
1495,51,Femme,127338.0,19,9984.45,Sport,13,4,344.47,Oui,1.0
1496,40,Femme,101335.0,22,7932.2,Beauté,9,6,331.42,Non,3.0
1497,54,Homme,46336.0,5,9716.65,Sport,9,11,404.78,Non,4.0
2579,28,Homme,23641.0,13,158252.90000000002,Electronique,3,1,315.73,Non,9.0
1499,23,Homme,107132.0,28,9597.82,Vêtements,9,8,95.31,Oui,2.0
1500,35,Femme,52959.0,26,15687.23,Alimentation,2,2,429.52,Oui,9.0
1501,38,Femme,33306.0,20,8690.78,Vêtements,12,8,321.08,Non,1.0
1502,59,Homme,66182.0,1,5114.91,Beauté,14,9,407.65,Oui,9.0
1503,53,Homme,94123.0,16,6596.81,Sport,3,4,391.57,Oui,6.0
1504,58,Femme,76326.0,29,1648.69,Beauté,14,17,162.97,Oui,8.0
1505,55,Femme,116895.0,23,9997.88,Vêtements,6,7,55.79,Oui,3.0
1506,51,Femme,41498.0,24,3047.41,Sport,14,10,104.72,Oui,8.0
1507,34,Femme,90198.0,2,16249.79,Maison,4,5,64.57,Non,9.0
1508,54,Homme,122630.0,7,8469.75,Maison,8,10,136.84,Non,7.0
1509,42,Femme,127369.0,6,15323.55,Beauté,1,12,240.58,Oui,4.0
1510,55,Femme,47197.0,5,19093.76,Maison,13,6,455.27,Non,6.0
1511,29,Femme,40719.0,29,17004.61,Maison,6,1,438.57,Oui,6.0
